"","ACCESS1","CANESM21","CAESM1BGC","CCSM4","CMCC_CMS","CNRCCM5","GFDL_CM3","HADGECC","HADGEES","MICRO5","ENSEMBLE"
"13379",6.738,8.293,8.132,8.532,9.435,7.67,14.372,8.941,9.055,8.391,6.738
"13380",6.234,8.314,8.597,7.884,10.404,9.136,10.79,10.537,8.314,8.873,6.234
"13381",6.148,9.67,8.058,8.219,10.545,9.749,11.727,9.802,8.624,9.821,6.148
"13382",6.817,9.676,8.535,7.488,9.353,9.355,10.945,8.383,8.547,7.762,6.817
"13383",5.985,11.876,5.958,6.277,8.258,12.101,11.032,7.868,8.065,8.007,5.958
"13384",7.375,9.683,9.167,6.453,5.886,10.659,10.094,5.711,9.12,9.971,5.711
"13385",8.983,7.285,9.737,8.623,5.362,11.409,8.176,7.254,8.819,8.961,5.362
"13386",10.848,5.838,9.612,9.889,6.425,10.275,5.691,10.814,7.136,8.664,5.691
"13387",10.16,9.816,7.926,6.467,5.66,9.684,6.059,13.633,7.034,8.209,5.66
"13388",9.431,10.16,7.338,5.798,5.48,6.828,5.094,13.057,8.467,7.846,5.094
"13389",6.655,12.667,7.757,5.646,5.887,6.217,6.535,7.952,6.613,8.226,5.646
"13390",5.488,10.418,8.029,7.322,10.128,5.879,7.99,5.479,8.144,7.264,5.479
"13391",4.647,14.469,8.357,7.214,9.914,3.819,11.142,7.732,9.732,10.116,3.819
"13392",5.443,11.308,8.862,7.531,16.008,6.608,10.766,5.732,9.964,9.738,5.443
"13393",7.877,12.791,9.109,8.94,14.108,7.816,10.503,9.663,11.592,9.21,7.816
"13394",8.374,6.469,8.273,6.02,10.601,9.695,9.165,12.37,13.088,11.101,6.02
"13395",9.723,5.968,9.546,7.737,8.757,8.818,5.383,11.004,12.252,7.556,5.383
"13396",11.742,5.487,5.422,9.321,9.558,8.255,7.113,9.075,14.215,6.275,5.422
"13397",10.482,7.885,5.848,8.259,6.579,6.492,7.137,9.595,13.092,7.966,5.848
"13398",8.224,8.371,9.521,9.072,8.197,7.957,7.079,11.421,11.249,10.783,7.079
"13399",8.027,7.656,10.741,8.696,10.387,6.451,8.096,11.884,12.997,9.403,6.451
"13400",7.589,6.947,9.245,4.852,12.936,7.568,8.174,10.813,8.799,9.446,4.852
"13401",7.336,6.635,7.959,8.331,11.41,6.612,9.491,10.982,9.116,8.087,6.612
"13402",7.362,9.884,6.788,5.984,13.891,11.006,10.374,10.509,7.812,8.406,5.984
"13403",11.229,10,4.068,5.797,12.014,9.931,10.624,8.887,6.905,8.505,4.068
"13404",14.132,9.54,13.133,5.607,3.76,8.683,6.629,6.88,8.232,6.547,3.76
"13405",12.877,8.378,12.819,5.958,5.663,9.294,2.561,6.208,9.353,6.442,2.561
"13406",11.606,9.603,5.73,7.33,5.341,8.277,6.937,8.327,9.328,7.149,5.341
"13407",9.832,10.04,5.83,6.392,4.249,7.718,8.555,6.16,8.221,6.908,4.249
"13408",9.652,13.656,5.964,5.709,6.793,7.822,7.12,7.66,8.243,6.486,5.709
"13409",8.322,12.434,6.047,6.33,9.119,9.141,5.548,7.576,8.279,9.572,5.548
"13410",8.476,10.588,8.147,6.059,4.25,8.354,4.48,10.535,8.175,11.886,4.25
"13411",8.414,9.323,5.094,4.28,4.146,6.762,7.075,6.718,7.908,8.545,4.146
"13412",7.209,9.298,6.128,5.914,7.741,6.585,6.528,7.707,8.75,8.531,5.914
"13413",6.922,8.457,6.436,3.84,8.973,8.633,6.238,6.854,9.154,8.467,3.84
"13414",7.557,3.932,3.655,5.338,9.826,8.019,3.905,8.607,6.123,7.71,3.655
"13415",7.594,5.935,6.407,4.976,6.613,7.489,7.735,7.711,5.298,6.855,4.976
"13416",5.818,5.336,5.014,6.51,4.484,5.374,3.185,6.307,7.097,8.607,3.185
"13417",5.437,9.265,3.783,7.99,5.613,4.835,4.447,7.583,5.663,8.996,3.783
"13418",4.594,8.285,3.914,4.87,5.834,9.839,8.445,10.008,10.09,9.617,3.914
"13419",3.551,3.589,9.57,8.054,4.898,9.471,5.111,10.881,8.2,10.42,3.551
"13420",4.715,3.815,3.963,6.986,6.399,9.017,6.241,10.601,8.457,9.037,3.815
"13421",5.199,4.487,7.899,6.24,6.974,7.36,10.489,7.356,9.81,10.733,4.487
"13422",9.145,9.392,5.742,5.756,6.406,7.971,11.216,4.196,9.454,7.104,4.196
"13423",5.404,7.611,3.203,6.237,5.428,6.593,13.242,7.761,10.454,8.449,3.203
"13424",2.724,8.621,3.283,6.439,8.129,6.01,14.352,5.294,11.077,9.427,2.724
"13425",2.408,6.971,0.961,8.086,6.723,7.798,11.494,6.359,6.551,8.104,0.961
"13426",5.136,8.916,1.522,1.898,7.44,8.479,7.488,5.456,5.625,8.801,1.522
"13427",6.519,6.917,5.415,2.34,9.412,8.113,9.003,5.774,7.553,6.981,2.34
"13428",7.455,8.172,5.312,1.114,4.414,8.758,13.716,7.654,10.753,7.813,1.114
"13429",7.362,5.203,5.945,5.532,4.423,5.889,14.258,8.091,10.554,7.753,4.423
"13430",7.493,5.798,1.676,8.319,3.425,6.735,14.045,4.215,9.474,6.353,1.676
"13431",6.994,2.115,1.519,9.008,4.673,7.287,11.083,4.22,9.071,5.247,1.519
"13432",6.131,4.256,5.074,7.46,4.18,5.754,8.296,3.025,7.226,6.019,3.025
"13433",4.756,5.192,9.186,10.507,3.195,4.428,10.126,2.188,8.502,5.351,2.188
"13434",4.022,3.878,6.177,2.553,5.52,4.87,10.982,3.036,5.883,6.431,2.553
"13435",7.08,4.1,2.996,5.126,6.575,3.736,11.612,10.719,6.947,6.147,2.996
"13436",6.72,3.639,3.797,3.474,6.108,4.744,13.589,8.853,4.475,6.467,3.474
"13437",7.476,3.212,5.124,2.892,10.381,5.935,10.239,10.43,4.746,5.748,2.892
"13438",4.863,3.817,4.09,7.661,5.769,6.19,13.541,6.232,2.352,6.018,2.352
"13439",3.823,4.05,-0.052,3.984,0.324,5.196,7.561,4.764,3.536,6.474,-0.052
"13440",7.645,8.877,-0.379,2.092,0.543,5.338,5.237,11.042,7.64,4.073,-0.379
"13441",6.206,8.798,1.366,5.004,3.34,5.419,6.06,5.703,8.644,5.478,1.366
"13442",3.036,7.821,4.624,7.296,5.14,5.014,9.892,8.813,10.515,5.091,3.036
"13443",3.636,8.021,4.559,7.204,7.165,9.405,7.253,5.608,7.609,4.355,3.636
"13444",9.27,6.746,4.258,3.374,5.827,10.346,7.241,6.367,4.268,4.311,3.374
"13445",6.748,5.824,7.573,4.084,6.294,2.361,2.677,6.872,1.483,1.239,1.239
"13446",2.969,8.304,8.311,3.566,5.276,2.399,6.901,6.674,2.372,3.252,2.372
"13447",4.434,7.139,4.478,3.9,3.578,5.087,5.985,4.548,4.539,6.226,3.578
"13448",3.153,11.203,4.956,-0.599,3.887,4.743,1.411,5.37,6.999,5.9,-0.599
"13449",7.191,13.339,6.983,4.797,2.397,5.97,0.31,6.665,6.571,11.49,0.31
"13450",2.358,7.77,0.615,6.86,3.542,3.768,4.736,8.791,4.334,8.795,0.615
"13451",4.101,6.517,0.227,9.053,2.185,4.444,7.836,8.916,2.622,9.381,0.227
"13452",4.291,6.346,2.012,7.554,0.544,2.531,8.978,7.612,7.835,4.973,0.544
"13453",4.186,6.393,1.974,5.79,1.82,2.115,2.251,0.436,10.116,3.317,0.436
"13454",4.597,8.495,0.902,9.738,-0.175,2.99,1.856,5.441,9.632,7.745,-0.175
"13455",5.183,10.155,0.29,8.716,-1.436,4.27,3.782,3.396,7.974,4.794,-1.436
"13456",0.737,10.802,0.808,9.887,3.341,2.407,-1.164,3.427,4.939,5.874,-1.164
"13457",0.037,7.205,6.079,9.134,2.621,2.419,-0.466,4.691,7.262,6.91,-0.466
"13458",2.286,2.702,6.899,10.241,2.232,3.296,3.534,7.077,7.441,2.799,2.232
"13459",-0.074,4.493,6.361,10.196,0.562,5.108,3.744,5.509,12.305,0.931,-0.074
"13460",-3.899,3.479,7.132,9.704,-0.602,5.985,2.754,7.549,11.288,-0.313,-3.899
"13461",-3.829,2.263,4.748,11.336,2.316,6.395,-4.832,6.047,6.919,5.586,-4.832
"13462",-1.443,3.974,-1.548,8.114,6.879,8.641,-4.101,5.275,3.615,2.564,-4.101
"13463",0.267,2.571,-0.531,9.82,6.018,1.661,9.312,5.562,5.291,-0.862,-0.862
"13464",-0.292,0.348,-0.876,11.542,4.126,5.412,4.413,3.634,0.27,-0.855,-0.876
"13465",4.937,1.565,3.58,12.663,7.12,9.074,0.778,7.414,1.811,-2.109,-2.109
"13466",-0.617,9.13,1.942,8.562,5.529,9.876,-0.821,10.494,0.906,-1.167,-1.167
"13467",3.457,8.563,4.61,8.444,3.162,9.374,0.186,4.314,1.706,1.406,0.186
"13468",2.804,2.531,7.329,0.598,0.781,7.785,0.503,1.095,-0.694,2.692,-0.694
"13469",7.156,-0.374,-0.109,-2.061,0.873,9.315,1.016,2.707,-2.062,0.943,-2.062
"13470",3.212,1.036,-3.458,-2.615,-1.093,9.154,3.416,1.574,-0.501,0.363,-3.458
"13471",4.125,0.611,-2.584,-0.014,-0.472,5.306,0.216,9.198,2.25,1.252,-2.584
"13472",8.608,2.709,-3.32,4.176,0.282,0.282,-1.159,9.331,-1.625,1.602,-3.32
"13473",3.226,4.997,5.722,3.273,-0.984,2.882,3.248,2.477,2.354,2.46,-0.984
"13474",3.327,7.211,7.601,1.513,-2.643,3.987,2.895,5.059,9.111,0.893,-2.643
"13475",4.095,6.2,6.268,3.632,-2.008,4.282,-2.527,2.797,9.923,1.895,-2.527
"13476",2.107,7.283,1.922,2.673,2.61,2.405,1.268,1.85,7.307,3.657,1.268
"13477",-0.806,9.398,-2.427,0.702,4.404,1.827,3.695,4.191,4.214,-0.402,-2.427
"13478",0.459,5.841,-2.335,1.291,8.351,1.914,3.366,5.943,3.016,-0.829,-2.335
"13479",-0.126,6.27,1.733,-0.428,7.845,6.236,0.843,6.897,6.341,-0.809,-0.809
"13480",-1.191,5.212,2.163,2.868,5.093,3.722,-1.512,5.038,7.212,2.393,-1.512
"13481",-3.746,6.145,-2.118,2.927,1.56,5.757,-4.785,3.823,4.459,-0.191,-4.785
"13482",-4.741,2.681,-1.142,7.818,2.446,3.662,-4.852,3.966,8.177,1.737,-4.852
"13483",-4.169,5.424,3.023,8.711,4.851,2.01,-4.437,4.605,6.11,2.241,-4.437
"13484",-5.354,5.427,-1.45,9.644,5.758,4.889,3.318,6.563,9.156,1.157,-5.354
"13485",-2.507,1.987,4.202,7.802,6.532,6.935,3.142,10.477,10.184,0.766,-2.507
"13486",3.547,3.536,1.02,7.174,8.84,5.106,-2.58,6.61,10.698,-0.771,-2.58
"13487",1.531,2.629,0.051,4.101,-0.227,6.366,2.771,7.883,5.079,-0.432,-0.432
"13488",6.094,-3.573,2.92,-0.305,-1.872,1.627,2.854,7.261,3.215,1.071,-3.573
"13489",7.45,-0.506,5.491,3.984,-0.13,0.988,-2.575,1.44,3.29,-2.045,-2.575
"13490",1.316,1.06,5.825,4.031,-3.054,0.221,3.037,1.871,2.202,-2.105,-3.054
"13491",0.06,-2.425,4.237,2.114,-1.341,0.53,3.201,6.54,-3.12,-1.69,-3.12
"13492",-2.553,5.761,2.885,8.589,2.323,0.949,-7.243,9.657,0.653,3.327,-7.243
"13493",-3.316,-0.124,2.956,8.332,6.881,3.9,-6.702,5.793,0.937,-4.715,-6.702
"13494",-3.942,-0.193,2.388,10.111,8.298,9.168,-7.198,5.674,6.903,-4.398,-7.198
"13495",-2.08,0.114,-4.764,10.497,7.72,6.366,-2.721,6.845,5.175,-2.083,-4.764
"13496",-3.793,2.382,-2.043,10.339,4.443,5.404,-6.72,3.934,2.039,-2.421,-6.72
"13497",-4.443,-0.525,-4.424,9.976,1.144,3.256,-2.178,3.292,-0.769,-1.51,-4.443
"13498",-3.58,-1.844,-7.061,7.372,1.903,-3.646,1.325,5.654,-1.418,-0.203,-7.061
"13499",-4.078,6.841,-6.261,8.553,-0.484,-4.827,5.698,7.235,-2.794,-1.565,-6.261
"13500",-4.162,9.019,-4.257,8.703,-4.185,0.482,6.757,7.829,2.979,-3.315,-4.257
"13501",-3.511,4.249,-6.194,8.928,-2.615,2.892,4.995,7.692,6.257,-7.882,-7.882
"13502",-3.427,-0.714,-4.116,8.187,-0.472,2.294,1.504,4.522,8.2,-7.225,-7.225
"13503",0.089,-1.047,-3.995,1.216,-0.318,3.61,-1.418,2.619,8.599,-6.375,-6.375
"13504",0.443,-2.41,-6.529,-0.57,-1.766,-1.252,2.222,1.866,9.265,-6.721,-6.721
"13505",-5.649,-3.166,-4.071,2.373,-0.383,1.695,0.963,-1.295,8.124,-0.476,-5.649
"13506",-6.309,2.288,-6.246,2.371,4.19,-2.693,-0.65,-0.123,7.461,3.453,-6.309
"13507",-7.14,0.785,-3.714,1.892,5.561,-0.273,2.879,3.424,8.566,7.463,-7.14
"13508",-7.704,-0.187,0.473,4.063,1.688,1.321,4.108,7.513,8.643,5.314,-7.704
"13509",-4.985,4.847,0.404,4.977,-0.232,1.243,3.288,4.92,5.487,-2.106,-4.985
"13510",-2.576,8.805,0.836,6.236,3.135,-1.146,5.727,5.282,2.675,-5.03,-5.03
"13511",0.464,-0.594,-3.172,5.813,5.812,-2.487,2.672,0.059,4.335,-2.728,-3.172
"13512",1.711,-0.252,3.119,2.773,8.404,0.969,-2.602,0.931,3.444,-2.949,-2.949
"13513",1.862,1.89,-2.446,1.9,5.46,-0.136,-2.107,0.6,0.438,2.009,-2.446
"13514",-0.976,2.32,-5.717,8.239,7.619,0.238,0.664,2.829,4.722,1.556,-5.717
"13515",-0.755,0.467,-2.189,7.707,8.249,-0.218,3.527,1.961,3.571,2.489,-2.189
"13516",-3.157,2.46,1.973,6.61,5.165,0.722,-0.163,4.353,3.137,1.688,-3.157
"13517",1.688,4.902,4.875,2.705,-0.782,-3.555,-0.689,1.318,2.115,4.508,-3.555
"13518",4.766,2.69,2.492,3.961,-0.99,-4.264,0.239,-3.144,2.355,6.156,-4.264
"13519",-3.883,-0.437,2.768,2.629,-1.634,1.362,-4.393,-1.444,-1.514,5.009,-4.393
"13520",-3.335,-0.135,4.458,5.013,-0.77,-5.825,1.069,-0.411,-0.907,3.367,-5.825
"13521",-2.508,-1.23,1.938,9.088,-2.995,-3.454,-2.733,1.094,4.875,2.346,-3.454
"13522",1.623,3.426,2.649,9.236,-3.271,-4.46,-2.384,3.811,1.733,0.837,-4.46
"13523",3.237,4.538,1.75,7.612,-0.07,-5.131,-0.285,7.199,-0.366,0.98,-5.131
"13524",2.757,0.502,-4.526,2.788,-0.825,-3.225,-1.904,9.028,-0.715,1.313,-4.526
"13525",-6.523,-4.54,-2.997,2.708,-0.568,-2.7,-3.437,9.853,-1.659,-0.012,-6.523
"13526",-8.362,-4.091,-5.254,-0.652,-0.468,-1.626,-2.395,8.745,-0.209,-1.876,-8.362
"13527",-3.501,0.42,-5.235,0.445,1.876,-1.587,-3.781,3.773,0.407,-4.269,-5.235
"13528",-5.438,1.288,-1.473,-3.44,1.621,-3.554,-3.036,-0.547,1.631,-0.903,-5.438
"13529",-4.824,-1.736,-1.515,-4.181,4.269,-3.091,-1.406,-1.115,2.488,-0.032,-4.824
"13530",-4.798,0.227,-1.158,-3.833,7.253,-0.487,-1.636,2.711,1.866,-3.185,-4.798
"13531",-4.884,-2.593,-2.083,-1.616,8.373,-0.694,-3.857,1.602,3.6,2.207,-4.884
"13532",-3.203,-2.181,-6.395,-3.51,4.819,-2.028,-5.422,0.346,3.791,3.975,-6.395
"13533",1.88,1.069,-0.625,-0.333,2.041,-0.033,-3.875,7.062,1.483,4.761,-3.875
"13534",1.715,3.075,2.719,3.35,1.5,4.051,-2.647,10.518,4.751,0.7,-2.647
"13535",-2.049,3.928,2.411,1.987,4.774,-0.15,3.596,9.575,1.447,1.689,-2.049
"13536",-1.307,-3.317,0.317,-2.392,7.232,1.342,6.218,7.112,2.137,2.58,-3.317
"13537",1.293,0.338,1.699,1.656,8.759,6.192,2.559,3.359,1.366,-0.129,-0.129
"13538",-2.09,1.799,0.524,-0.23,9.774,-1.812,0.836,4.99,1.499,0.174,-2.09
"13539",0.683,2.335,5.534,2.625,8.842,-2.687,2.752,5.97,1.526,1.816,-2.687
"13540",1.477,-2.228,0.968,-2.334,0.71,-1.824,0.009,7.304,2.906,0.115,-2.334
"13541",0.635,-1.253,-1.237,-6.505,-0.757,-1.373,-3.364,6.045,-5.424,-2.376,-6.505
"13542",1.13,-1.53,-3.116,-4.659,-2.571,-1.922,-3.257,0.137,-6.116,-0.795,-6.116
"13543",-2.151,-1.672,-4.405,-3.289,-3.972,0.909,-2.434,2.593,-5.735,-1.347,-5.735
"13544",1.25,1.803,-1.677,-1.867,-3.335,3.31,1.14,6.699,-1.946,-2.683,-3.335
"13545",-1.519,4.106,-0.936,-2.082,1.364,5.06,-1.705,7.017,-3.064,-3.562,-3.562
"13546",3.934,3.877,-5.397,-3.262,3.388,3.779,-0.58,5.232,-3.865,4.144,-5.397
"13547",6.728,6.103,-4.925,-1.893,-1.736,6.36,1.108,1.954,-2.937,3.694,-4.925
"13548",3.763,2.436,-1.115,-0.617,-2.555,6.517,7.569,-3.59,-2.034,5.493,-3.59
"13549",-0.092,2.216,5.025,3.18,-1.774,7.109,7.677,4.188,-2.763,6.448,-2.763
"13550",-2.099,2.17,5.756,0.856,-2.442,7.901,6.774,2.38,-1.98,7.197,-2.442
"13551",-1.044,3.265,6.658,1.867,-1.784,7.854,7.652,3.046,-4.447,2.4,-4.447
"13552",0.906,3.935,7.832,6.059,1.393,-1.431,6.811,3.886,-3.305,1.386,-3.305
"13553",-0.292,-0.157,8.232,7.532,1.8,-3.694,0.883,5.828,-1.633,3.087,-3.694
"13554",-1.304,-1.862,6.093,9.618,1.13,-2.908,-0.868,7.097,-0.305,-3.254,-3.254
"13555",-1.037,2.38,6.069,8.293,-1.057,-0.683,-1.826,3.611,-0.133,2.418,-1.826
"13556",0.155,6.297,3.749,8.095,-1.669,-0.571,2.271,-2.268,-3.564,4.932,-3.564
"13557",1.077,9.462,4.5,-0.185,-2.745,-1.476,3.281,3.609,-4.964,5.221,-4.964
"13558",0.515,1.955,6.258,1.29,-4.181,-1.152,3.576,6.921,-1.031,3.684,-4.181
"13559",-0.411,2.286,5.071,1.917,-8.819,-0.576,3.277,8.27,-2.38,1.026,-8.819
"13560",0.231,-1.813,6.359,1.905,-7.374,-0.569,-1.398,7.905,-2.784,-3.577,-7.374
"13561",0.489,-1.199,6.464,2.886,-4.775,0.996,-2.224,6.564,1.336,1.636,-4.775
"13562",1.72,-2.686,5.14,6.654,1.079,0.882,-1.016,0.813,-2.861,2.041,-2.861
"13563",3.133,-2.502,-0.093,6.577,4.01,0.258,5.338,1.845,-2.526,-4.49,-4.49
"13564",1.932,0.475,-1.048,3.717,6.741,4.115,5.625,2.537,-0.739,-1.476,-1.476
"13565",0.48,-1.988,0.111,1.467,5.705,0.625,3.215,3.651,-1.002,0.154,-1.988
"13566",0.593,1.71,1.172,1.079,9.969,0.565,2.743,0.172,-1.54,-0.405,-1.54
"13567",1.272,4.261,5.331,2.994,1.3,0.229,3.119,-0.44,2.672,-1.27,-1.27
"13568",3.186,0.634,5.682,3.322,0.103,5.06,6.575,-2.638,-0.234,-3.212,-3.212
"13569",7.014,0.942,4.847,7.493,-0.038,-1.877,8.536,-0.998,5.913,-3.464,-3.464
"13570",2.409,0.571,5.951,8.387,3.412,3.162,3.996,-0.468,6.386,-5.153,-5.153
"13571",1.573,-1.887,5.258,7.355,7.198,2.565,7.931,4.35,0.601,-4.31,-4.31
"13572",2.433,2.241,2.205,6.196,4.9,-1.973,7.722,1.443,-1.151,-2.154,-2.154
"13573",-0.078,0.821,0.412,6.265,6.585,1.27,4.758,0.205,1.158,-0.752,-0.752
"13574",-2.565,5.627,0.621,6.659,10.399,0.999,3.345,-0.733,0.695,-2.674,-2.674
"13575",-1.541,4.95,3.337,5.782,8.861,2.16,4.255,-1.359,2.576,1.259,-1.541
"13576",-0.026,3.688,2.227,5.496,8.826,0.98,5.091,2.935,-0.036,0.658,-0.036
"13577",0.355,2.14,3.041,4.266,6.466,0.777,5.477,-2.975,0.443,3.113,-2.975
"13578",-0.332,2.186,3.879,2.825,8.728,1.759,1.646,-0.866,-0.509,4.383,-0.866
"13579",0.777,3.86,1.176,6.637,7.589,-1.024,7.111,0.419,-1.12,6.893,-1.12
"13580",1.366,9.355,1.258,6.884,5.472,-3.514,10.931,1.219,1.715,8.25,-3.514
"13581",1.793,6.723,3.281,5.727,5.915,-2.384,10.309,-2.096,2.666,5.98,-2.384
"13582",2.107,4.546,-0.215,5.183,2.866,-0.211,8.756,-1.089,7.338,3.23,-1.089
"13583",1.901,3.288,2.413,5.943,1.42,2.884,7.413,-0.376,9.088,1.327,-0.376
"13584",0.912,-1.842,1.377,1.762,2.267,2.158,3.156,-0.232,4.027,7.047,-1.842
"13585",2.276,-3.567,-0.794,0.552,3.999,2.991,0.839,1.742,4.937,5.436,-3.567
"13586",3.152,-3.842,-3.343,4,1.239,2.757,-1.127,1.16,4.267,7.716,-3.842
"13587",-1.239,-1.456,-1.856,5.185,3.039,1.45,0.298,-0.525,6.76,6.987,-1.856
"13588",0.729,1.533,4.334,3.599,4.121,-2.513,4.602,4.156,7.531,7.772,-2.513
"13589",1.635,1.434,5.809,3.34,3.208,-2.196,5.845,1.038,7.629,5.61,-2.196
"13590",2.738,1.883,6.108,5.419,4.551,1.901,6.002,1.299,6.83,0.085,0.085
"13591",1.055,3.418,7.172,5.457,1.709,2.475,6.302,3.491,3.366,-2.894,-2.894
"13592",0.099,1.623,9.283,2.573,4.928,4.568,0.369,3.455,6.648,0.937,0.099
"13593",0.237,-0.122,4.33,0.342,7.448,4.691,-2.629,-1.454,6.79,2.003,-2.629
"13594",4.985,3.068,3.609,5.431,7.982,2.538,1.858,-1.094,7.002,1.782,-1.094
"13595",5.885,2.808,3.396,0.538,4.554,3.593,-0.092,1.903,2.165,1.537,-0.092
"13596",5.614,3.696,3.483,1.434,1.759,4.044,-1.969,3.955,4.332,2.09,-1.969
"13597",3.431,3.121,3.501,4.174,1.739,2.233,-1.408,3.69,5.744,2.365,-1.408
"13598",2.785,2.087,4.536,3.734,-0.139,4.087,-0.082,2.758,2.583,1.139,-0.139
"13599",-1.494,0.936,5.619,6.853,-1.755,3.721,0.026,3.044,3.493,2.35,-1.755
"13600",0.279,2.378,4.316,6.899,5.993,2.965,-0.733,5.518,4.596,3.615,-0.733
"13601",-1.281,3.512,3.447,4.054,5.706,8.247,3.756,0.909,6.947,3.134,-1.281
"13602",-1.252,2.76,3.062,1.788,6.008,8.826,7.282,7.864,0.745,5.146,-1.252
"13603",-0.211,1.769,3.973,-0.915,6.232,10.289,9.064,-1.694,6.425,2.226,-1.694
"13604",0.574,2.899,-0.125,-1.613,5.198,4.983,8.956,-1.834,4.417,0.682,-1.834
"13605",-1.536,1.849,-0.51,0.328,3.424,2.263,4.613,-0.105,-0.325,2.725,-1.536
"13606",-3.816,0.452,6.145,0.522,6.62,0.251,10.825,2.476,2.31,0.469,-3.816
"13607",-3.328,1.993,7.532,2.533,9.015,2.865,7.632,4.22,-2.44,2.131,-3.328
"13608",-0.355,0.226,5.648,4.695,9.624,7.515,9.063,6.591,-0.597,3.963,-0.597
"13609",-1.393,0.79,6.429,5.475,5.517,8.894,2.34,3.875,-0.253,4.87,-1.393
"13610",-3.059,1.986,2.302,3.207,5.848,4.399,-1.571,4.493,-0.253,2.725,-3.059
"13611",2.083,1.251,0.846,7.086,5.103,5.626,-1.341,6.647,2.149,1.896,-1.341
"13612",1.672,1.633,-2.694,7.491,3.97,6.083,0.647,2.734,-0.272,0.138,-2.694
"13613",5.04,0.354,-1.302,6.213,3.697,1.578,0.659,7.917,-0.293,2.431,-1.302
"13614",9.255,1.81,1.216,3.366,5.562,-1.413,-2.837,10.28,4.748,0.549,-2.837
"13615",7.144,1.243,5.461,6.909,1.544,0.441,1.985,-0.534,4.819,-0.162,-0.534
"13616",6.851,4.491,5.886,7.299,2.277,6.299,1.3,-2.318,0.498,0.028,-2.318
"13617",7.765,3.02,4.743,5.475,2.66,1.318,3.134,-3.857,0.956,0.357,-3.857
"13618",2.75,-0.006,1.943,7.804,3.179,2.108,1.428,-0.157,-0.503,-1.264,-1.264
"13619",4.392,2.659,-0.536,8.051,-2.147,1.983,-1.802,1.394,0.47,-0.084,-2.147
"13620",4.347,3.429,2.648,2.815,-3.197,5.768,-3.576,-0.328,3.439,3.104,-3.576
"13621",-1.199,1.906,4.301,2.636,-1.29,5.15,-1.872,3.568,6.372,2.704,-1.872
"13622",-0.214,5.291,2.915,3.074,-1.838,4.288,-0.343,8.697,2.738,7.869,-1.838
"13623",0.577,4.306,5.692,6.468,-1.9,2.594,0.836,5.858,3.705,3.808,-1.9
"13624",-0.049,3.401,2.288,8.215,3.523,-0.103,0.059,3.819,2.856,4.864,-0.103
"13625",-0.02,4.917,1.471,2.143,0.249,2.144,-0.799,3.187,2.704,4.434,-0.799
"13626",-0.824,1.084,1.306,7.613,2.132,5.209,4.575,1.611,3.046,3.463,-0.824
"13627",-1.068,1.727,3.595,3.766,6.126,5.012,7.248,3.777,3.629,3.246,-1.068
"13628",4.959,2.448,3.024,4.788,6.33,4.252,4.338,6.052,5.355,4.258,2.448
"13629",3.777,6.231,4.74,9.729,5.754,3.561,2.675,6.867,8.638,4.296,2.675
"13630",3.97,4.884,5.762,9.19,4.752,4.649,0.322,3.731,9.999,4.227,0.322
"13631",0.332,6.853,5.609,7.559,4.56,5.524,-0.427,6.145,7.437,4.021,-0.427
"13632",0.228,5.138,4.907,5.89,1.696,7.073,4.222,0.439,6.289,3.525,0.228
"13633",2.086,5.354,3.1,6.353,-2.99,5.01,7.954,3.991,3.904,2.835,-2.99
"13634",4.446,4.973,4.859,6.226,-2.125,3.24,5.208,4.326,4.881,1.681,-2.125
"13635",5.2,4.107,2.994,6.519,-1.132,4.418,7.218,5.234,5.749,6.178,-1.132
"13636",3.065,5.039,6.444,4.811,-1.21,6.407,5.831,6.347,10.021,6.344,-1.21
"13637",2.902,3.266,6.929,6.831,4.863,7.245,1.623,3.715,7.75,5.029,1.623
"13638",4.973,4.325,3.811,6.275,10.599,9.276,3.85,2.396,10.812,6.489,2.396
"13639",5.33,2.107,8.918,3.277,4.194,9.135,5.132,5.113,7.685,4.195,2.107
"13640",1.439,3.591,6.567,4.376,3.031,7.727,6.196,7.375,9.407,3.827,1.439
"13641",3.518,3.825,3.627,3.242,2.872,7.734,5.516,4.578,7.456,8.085,2.872
"13642",5.666,4.722,3.349,5.548,0.96,8.676,2.73,4.594,5.806,7.082,0.96
"13643",1.121,4.094,4.111,6.679,6.418,5.15,0.52,7.415,9.388,4.256,0.52
"13644",1.419,11.17,7.642,10.044,4.006,6.446,1.584,6.981,10.734,3.678,1.419
"13645",-0.992,11.759,7.489,9.296,-2.3,3.186,3.244,3.884,9.604,5.148,-2.3
"13646",2.887,7.622,7.821,6.313,0.786,4.831,2.182,2.661,8.929,8.324,0.786
"13647",3.407,2.53,7.134,6.022,2.509,5.617,3.907,0.561,6.446,6.975,0.561
"13648",4.846,3.104,7.153,4.752,2.873,6.136,1.644,2.498,5.133,4.463,1.644
"13649",6.309,5.472,6.689,5.074,1.59,6.45,2.466,2.251,3.405,5.863,1.59
"13650",2.684,3.83,6.692,5.279,6.043,5.506,5.233,6.916,5.593,4.773,2.684
"13651",5.846,3.198,8.266,7.019,8.749,5.763,5.037,6.86,5.372,5.583,3.198
"13652",8.614,5.352,8.295,7.344,10.384,5.189,5.926,6.49,4.651,5.403,4.651
"13653",8.97,4.295,6.782,5.035,8.246,8.896,5.551,2.508,5.917,6.642,2.508
